geography,metric,sector
Rwanda,nonres_t0_exp,Transportation
Rwanda,nonres_t0_lin,Commercial
Rwanda,nonres_t0_lin,Industrial
Rwanda,nonres_t0_lin,Transportation
Rwanda,res_a0_lin,Residential
Rwanda,res_a1_lin,Residential
Rwanda,res_t0_lin,Residential
Saudi Arabia,nonres_a0_exp,Transportation
Saudi Arabia,nonres_a0_lin,Commercial
Saudi Arabia,nonres_a0_lin,Industrial
Saudi Arabia,nonres_a0_lin,Transportation
Saudi Arabia,nonres_a1_exp,Transportation
Saudi Arabia,nonres_a1_lin,Commercial
Saudi Arabia,nonres_a1_lin,Industrial
Saudi Arabia,nonres_a1_lin,Transportation
Saudi Arabia,nonres_t0_exp,Transportation
Saudi Arabia,nonres_t0_lin,Commercial
Saudi Arabia,nonres_t0_lin,Industrial
Saudi Arabia,nonres_t0_lin,Transportation
Saudi Arabia,res_a0_lin,Residential
Saudi Arabia,res_a1_lin,Residential
Saudi Arabia,res_t0_lin,Residential
Senegal,nonres_a0_exp,Transportation
Senegal,nonres_a0_lin,Commercial
Senegal,nonres_a0_lin,Industrial
Senegal,nonres_a0_lin,Transportation
Senegal,nonres_a1_exp,Transportation
Senegal,nonres_a1_lin,Commercial
Senegal,nonres_a1_lin,Industrial
Senegal,nonres_a1_lin,Transportation
Senegal,nonres_t0_exp,Transportation
Senegal,nonres_t0_lin,Commercial
Senegal,nonres_t0_lin,Industrial
Senegal,nonres_t0_lin,Transportation
Senegal,res_a0_lin,Residential
Senegal,res_a1_lin,Residential
Senegal,res_t0_lin,Residential
Serbia,nonres_a0_lin,Commercial
Serbia,nonres_a0_lin,Industrial
Serbia,nonres_a0_lin,Transportation
Serbia,nonres_a1_lin,Commercial
Serbia,nonres_a1_lin,Industrial
Serbia,nonres_a1_lin,Transportation
Serbia,nonres_t0_lin,Commercial
Serbia,nonres_t0_lin,Industrial
Serbia,nonres_t0_lin,Transportation
Serbia,res_a0_lin,Residential
Serbia,res_a1_lin,Residential
Serbia,res_t0_lin,Residential
Singapore,nonres_a0_lin,Commercial
Singapore,nonres_a0_lin,Industrial
Singapore,nonres_a1_lin,Commercial
Singapore,nonres_a1_lin,Industrial
Singapore,nonres_t0_lin,Commercial
Singapore,nonres_t0_lin,Industrial
Singapore,res_a0_lin,Residential
Singapore,res_a1_lin,Residential
Singapore,res_t0_lin,Residential
Slovakia,nonres_a0_lin,Commercial
Slovakia,nonres_a0_lin,Industrial
Slovakia,nonres_a0_lin,Transportation
Slovakia,nonres_a1_lin,Commercial
Slovakia,nonres_a1_lin,Industrial
Slovakia,nonres_a1_lin,Transportation
Slovakia,nonres_t0_lin,Commercial
Slovakia,nonres_t0_lin,Industrial
Slovakia,nonres_t0_lin,Transportation
Slovakia,res_a0_lin,Residential
Slovakia,res_a1_lin,Residential
Slovakia,res_t0_lin,Residential
Slovenia,nonres_a0_lin,Commercial
Slovenia,nonres_a0_lin,Industrial
Slovenia,nonres_a1_lin,Commercial
Slovenia,nonres_a1_lin,Industrial
Slovenia,nonres_t0_lin,Commercial
Slovenia,nonres_t0_lin,Industrial
Slovenia,res_a0_lin,Residential
Slovenia,res_a1_lin,Residential
Slovenia,res_t0_lin,Residential
South Africa,nonres_a0_lin,Commercial
South Africa,nonres_a0_lin,Industrial
South Africa,nonres_a0_lin,Transportation
South Africa,nonres_a1_lin,Commercial
South Africa,nonres_a1_lin,Industrial
South Africa,nonres_a1_lin,Transportation
South Africa,nonres_t0_lin,Commercial
South Africa,nonres_t0_lin,Industrial
South Africa,nonres_t0_lin,Transportation
South Africa,res_a0_lin,Residential
South Africa,res_a1_lin,Residential
South Africa,res_t0_lin,Residential
South Korea,nonres_a0_lin,Commercial
South Korea,nonres_a0_lin,Industrial
South Korea,nonres_a1_lin,Commercial
South Korea,nonres_a1_lin,Industrial
South Korea,nonres_t0_lin,Commercial
South Korea,nonres_t0_lin,Industrial
South Korea,res_a0_lin,Residential
South Korea,res_a1_lin,Residential
South Korea,res_t0_lin,Residential
Spain,nonres_a0_lin,Commercial
Spain,nonres_a0_lin,Industrial
Spain,nonres_a1_lin,Commercial
Spain,nonres_a1_lin,Industrial
Spain,nonres_t0_lin,Commercial
Spain,nonres_t0_lin,Industrial
Spain,res_a0_lin,Residential
Spain,res_a1_lin,Residential
Spain,res_t0_lin,Residential
Sri Lanka,nonres_a0_exp,Transportation
Sri Lanka,nonres_a0_lin,Commercial
Sri Lanka,nonres_a0_lin,Industrial
Sri Lanka,nonres_a0_lin,Transportation
Sri Lanka,nonres_a1_exp,Transportation
Sri Lanka,nonres_a1_lin,Commercial
Sri Lanka,nonres_a1_lin,Industrial
Sri Lanka,nonres_a1_lin,Transportation
Sri Lanka,nonres_t0_exp,Transportation
Sri Lanka,nonres_t0_lin,Commercial
Sri Lanka,nonres_t0_lin,Industrial
Sri Lanka,nonres_t0_lin,Transportation
Sri Lanka,res_a0_lin,Residential
Sri Lanka,res_a1_lin,Residential
Sri Lanka,res_t0_lin,Residential
Sudan,nonres_a0_exp,Transportation
Sudan,nonres_a0_lin,Commercial
Sudan,nonres_a0_lin,Industrial
Sudan,nonres_a0_lin,Transportation
Sudan,nonres_a1_exp,Transportation
Sudan,nonres_a1_lin,Commercial
Sudan,nonres_a1_lin,Industrial
Sudan,nonres_a1_lin,Transportation
Sudan,nonres_t0_exp,Transportation
Sudan,nonres_t0_lin,Commercial
Sudan,nonres_t0_lin,Industrial
Sudan,nonres_t0_lin,Transportation
Sudan,res_a0_lin,Residential
Sudan,res_a1_lin,Residential
Sudan,res_t0_lin,Residential
Suriname,nonres_a0_exp,Transportation
Suriname,nonres_a0_lin,Commercial
Suriname,nonres_a0_lin,Industrial
Suriname,nonres_a0_lin,Transportation
Suriname,nonres_a1_exp,Transportation
Suriname,nonres_a1_lin,Commercial
Suriname,nonres_a1_lin,Industrial
Suriname,nonres_a1_lin,Transportation
Suriname,nonres_t0_exp,Transportation
Suriname,nonres_t0_lin,Commercial
Suriname,nonres_t0_lin,Industrial
Suriname,nonres_t0_lin,Transportation
Suriname,res_a0_lin,Residential
Suriname,res_a1_lin,Residential
Suriname,res_t0_lin,Residential
Sweden,nonres_a0_lin,Commercial
Sweden,nonres_a0_lin,Industrial
Sweden,nonres_a1_lin,Commercial
Sweden,nonres_a1_lin,Industrial
Sweden,nonres_t0_lin,Commercial
Sweden,nonres_t0_lin,Industrial
Sweden,res_a0_lin,Residential
Sweden,res_a1_lin,Residential
Sweden,res_t0_lin,Residential
Switzerland,nonres_a0_lin,Commercial
Switzerland,nonres_a0_lin,Industrial
Switzerland,nonres_a1_lin,Commercial
Switzerland,nonres_a1_lin,Industrial
Switzerland,nonres_t0_lin,Commercial
Switzerland,nonres_t0_lin,Industrial
Switzerland,res_a0_lin,Residential
Switzerland,res_a1_lin,Residential
Switzerland,res_t0_lin,Residential
Syria,nonres_a0_exp,Transportation
Syria,nonres_a0_lin,Commercial
Syria,nonres_a0_lin,Industrial
Syria,nonres_a0_lin,Transportation
Syria,nonres_a1_exp,Transportation
Syria,nonres_a1_lin,Commercial
Syria,nonres_a1_lin,Industrial
Syria,nonres_a1_lin,Transportation
Syria,nonres_t0_exp,Transportation
Syria,nonres_t0_lin,Commercial
Syria,nonres_t0_lin,Industrial
Syria,nonres_t0_lin,Transportation
Syria,res_a0_lin,Residential
Syria,res_a1_lin,Residential
Syria,res_t0_lin,Residential
Tajikistan,nonres_a0_lin,Commercial
Tajikistan,nonres_a0_lin,Industrial
Tajikistan,nonres_a0_lin,Transportation
Tajikistan,nonres_a1_lin,Commercial
Tajikistan,nonres_a1_lin,Industrial
Tajikistan,nonres_a1_lin,Transportation
Tajikistan,nonres_t0_lin,Commercial
Tajikistan,nonres_t0_lin,Industrial
Tajikistan,nonres_t0_lin,Transportation
Tajikistan,res_a0_lin,Residential
Tajikistan,res_a1_lin,Residential
Tajikistan,res_t0_lin,Residential
Tanzania,nonres_a0_exp,Transportation
Tanzania,nonres_a0_lin,Commercial
Tanzania,nonres_a0_lin,Industrial
Tanzania,nonres_a0_lin,Transportation
Tanzania,nonres_a1_exp,Transportation
Tanzania,nonres_a1_lin,Commercial
Tanzania,nonres_a1_lin,Industrial
Tanzania,nonres_a1_lin,Transportation
Tanzania,nonres_t0_exp,Transportation
Tanzania,nonres_t0_lin,Commercial
Tanzania,nonres_t0_lin,Industrial
Tanzania,nonres_t0_lin,Transportation
Tanzania,res_a0_lin,Residential
Tanzania,res_a1_lin,Residential
Tanzania,res_t0_lin,Residential
Thailand,nonres_a0_lin,Commercial
Thailand,nonres_a0_lin,Industrial
Thailand,nonres_a0_lin,Transportation
Thailand,nonres_a1_lin,Commercial
Thailand,nonres_a1_lin,Industrial
Thailand,nonres_a1_lin,Transportation
Thailand,nonres_t0_lin,Commercial
Thailand,nonres_t0_lin,Industrial
Thailand,nonres_t0_lin,Transportation
Thailand,res_a0_lin,Residential
Thailand,res_a1_lin,Residential
Thailand,res_t0_lin,Residential
Togo,nonres_a0_exp,Transportation
Togo,nonres_a0_lin,Commercial
Togo,nonres_a0_lin,Industrial
Togo,nonres_a0_lin,Transportation
Togo,nonres_a1_exp,Transportation
Togo,nonres_a1_lin,Commercial
Togo,nonres_a1_lin,Industrial
Togo,nonres_a1_lin,Transportation
Togo,nonres_t0_exp,Transportation
Togo,nonres_t0_lin,Commercial
Togo,nonres_t0_lin,Industrial
Togo,nonres_t0_lin,Transportation
Togo,res_a0_lin,Residential
Togo,res_a1_lin,Residential
Togo,res_t0_lin,Residential
Trinidad and Tobago,nonres_a0_exp,Transportation
Trinidad and Tobago,nonres_a0_lin,Commercial
Trinidad and Tobago,nonres_a0_lin,Industrial
Trinidad and Tobago,nonres_a0_lin,Transportation
Trinidad and Tobago,nonres_a1_exp,Transportation
Trinidad and Tobago,nonres_a1_lin,Commercial
Trinidad and Tobago,nonres_a1_lin,Industrial
Trinidad and Tobago,nonres_a1_lin,Transportation
Trinidad and Tobago,nonres_t0_exp,Transportation
Trinidad and Tobago,nonres_t0_lin,Commercial
Trinidad and Tobago,nonres_t0_lin,Industrial
Trinidad and Tobago,nonres_t0_lin,Transportation
Trinidad and Tobago,res_a0_lin,Residential
Trinidad and Tobago,res_a1_lin,Residential
Trinidad and Tobago,res_t0_lin,Residential
Tunisia,nonres_a0_lin,Commercial
Tunisia,nonres_a0_lin,Industrial
Tunisia,nonres_a0_lin,Transportation
Tunisia,nonres_a1_lin,Commercial
Tunisia,nonres_a1_lin,Industrial
Tunisia,nonres_a1_lin,Transportation
Tunisia,nonres_t0_lin,Commercial
Tunisia,nonres_t0_lin,Industrial
Tunisia,nonres_t0_lin,Transportation
Tunisia,res_a0_lin,Residential
Tunisia,res_a1_lin,Residential
Tunisia,res_t0_lin,Residential
Turkey,nonres_a0_lin,Commercial
Turkey,nonres_a0_lin,Industrial
Turkey,nonres_a0_lin,Transportation
Turkey,nonres_a1_lin,Commercial
Turkey,nonres_a1_lin,Industrial
Turkey,nonres_a1_lin,Transportation
Turkey,nonres_t0_lin,Commercial
Turkey,nonres_t0_lin,Industrial
Turkey,nonres_t0_lin,Transportation
Turkey,res_a0_lin,Residential
Turkey,res_a1_lin,Residential
Turkey,res_t0_lin,Residential
Turkmenistan,nonres_a0_exp,Commercial
Turkmenistan,nonres_a0_lin,Commercial
Turkmenistan,nonres_a0_lin,Industrial
Turkmenistan,nonres_a0_lin,Transportation
Turkmenistan,nonres_a1_exp,Commercial
Turkmenistan,nonres_a1_lin,Commercial
Turkmenistan,nonres_a1_lin,Industrial
Turkmenistan,nonres_a1_lin,Transportation
Turkmenistan,nonres_t0_exp,Commercial
Turkmenistan,nonres_t0_lin,Commercial
Turkmenistan,nonres_t0_lin,Industrial
Turkmenistan,nonres_t0_lin,Transportation
Turkmenistan,res_a0_lin,Residential
Turkmenistan,res_a1_lin,Residential
Turkmenistan,res_t0_lin,Residential
Uganda,nonres_a0_exp,Transportation
Uganda,nonres_a0_lin,Commercial
Uganda,nonres_a0_lin,Industrial
Uganda,nonres_a0_lin,Transportation
Uganda,nonres_a1_exp,Transportation
Uganda,nonres_a1_lin,Commercial
Uganda,nonres_a1_lin,Industrial
Uganda,nonres_a1_lin,Transportation
Uganda,nonres_t0_exp,Transportation
Uganda,nonres_t0_lin,Commercial
Uganda,nonres_t0_lin,Industrial
Uganda,nonres_t0_lin,Transportation
Uganda,res_a0_lin,Residential
Uganda,res_a1_lin,Residential
Uganda,res_t0_lin,Residential
Ukraine,nonres_a0_lin,Commercial
Ukraine,nonres_a0_lin,Industrial
Ukraine,nonres_a0_lin,Transportation
Ukraine,nonres_a1_lin,Commercial
Ukraine,nonres_a1_lin,Industrial
Ukraine,nonres_a1_lin,Transportation
Ukraine,nonres_t0_lin,Commercial
Ukraine,nonres_t0_lin,Industrial
Ukraine,nonres_t0_lin,Transportation
Ukraine,res_a0_lin,Residential
Ukraine,res_a1_lin,Residential
Ukraine,res_t0_lin,Residential
United Arab Emirates,nonres_a0_exp,Transportation
United Arab Emirates,nonres_a0_lin,Commercial
United Arab Emirates,nonres_a0_lin,Industrial
United Arab Emirates,nonres_a0_lin,Transportation
United Arab Emirates,nonres_a1_exp,Transportation
United Arab Emirates,nonres_a1_lin,Commercial
United Arab Emirates,nonres_a1_lin,Industrial
United Arab Emirates,nonres_a1_lin,Transportation
United Arab Emirates,nonres_t0_exp,Transportation
United Arab Emirates,nonres_t0_lin,Commercial
United Arab Emirates,nonres_t0_lin,Industrial
United Arab Emirates,nonres_t0_lin,Transportation
United Arab Emirates,res_a0_lin,Residential
United Arab Emirates,res_a1_lin,Residential
United Arab Emirates,res_t0_lin,Residential
United Kingdom,nonres_a0_lin,Commercial
United Kingdom,nonres_a0_lin,Industrial
United Kingdom,nonres_a1_lin,Commercial
United Kingdom,nonres_a1_lin,Industrial
United Kingdom,nonres_t0_lin,Commercial
United Kingdom,nonres_t0_lin,Industrial
United Kingdom,res_a0_lin,Residential
United Kingdom,res_a1_lin,Residential
United Kingdom,res_t0_lin,Residential
United States,nonres_a0_lin,Commercial
United States,nonres_a0_lin,Industrial
United States,nonres_a1_lin,Commercial
United States,nonres_a1_lin,Industrial
United States,nonres_t0_lin,Commercial
United States,nonres_t0_lin,Industrial
United States,res_a0_lin,Residential
United States,res_a1_lin,Residential
United States,res_t0_lin,Residential
Uruguay,nonres_a0_lin,Commercial
Uruguay,nonres_a0_lin,Industrial
Uruguay,nonres_a0_lin,Transportation
Uruguay,nonres_a1_lin,Commercial
Uruguay,nonres_a1_lin,Industrial
Uruguay,nonres_a1_lin,Transportation
Uruguay,nonres_t0_lin,Commercial
Uruguay,nonres_t0_lin,Industrial
Uruguay,nonres_t0_lin,Transportation
Uruguay,res_a0_lin,Residential
Uruguay,res_a1_lin,Residential
Uruguay,res_t0_lin,Residential
Uzbekistan,nonres_a0_lin,Commercial
Uzbekistan,nonres_a0_lin,Industrial
Uzbekistan,nonres_a0_lin,Transportation
Uzbekistan,nonres_a1_lin,Commercial
Uzbekistan,nonres_a1_lin,Industrial
Uzbekistan,nonres_a1_lin,Transportation
Uzbekistan,nonres_t0_lin,Commercial
Uzbekistan,nonres_t0_lin,Industrial
Uzbekistan,nonres_t0_lin,Transportation
Uzbekistan,res_a0_lin,Residential
Uzbekistan,res_a1_lin,Residential
Uzbekistan,res_t0_lin,Residential
Venezuela,nonres_a0_lin,Commercial
Venezuela,nonres_a0_lin,Industrial
Venezuela,nonres_a0_lin,Transportation
Venezuela,nonres_a1_lin,Commercial
Venezuela,nonres_a1_lin,Industrial
Venezuela,nonres_a1_lin,Transportation
Venezuela,nonres_t0_lin,Commercial
Venezuela,nonres_t0_lin,Industrial
Venezuela,nonres_t0_lin,Transportation
Venezuela,res_a0_lin,Residential
Venezuela,res_a1_lin,Residential
Venezuela,res_t0_lin,Residential
Vietnam,nonres_a0_lin,Commercial
Vietnam,nonres_a0_lin,Industrial
Vietnam,nonres_a1_lin,Commercial
Vietnam,nonres_a1_lin,Industrial
Vietnam,nonres_t0_lin,Commercial
Vietnam,nonres_t0_lin,Industrial
Vietnam,res_a0_lin,Residential
Vietnam,res_a1_lin,Residential
Vietnam,res_t0_lin,Residential
Yemen,nonres_a0_exp,Transportation
Yemen,nonres_a0_lin,Commercial
Yemen,nonres_a0_lin,Industrial
Yemen,nonres_a0_lin,Transportation
Yemen,nonres_a1_exp,Transportation
Yemen,nonres_a1_lin,Commercial
Yemen,nonres_a1_lin,Industrial
Yemen,nonres_a1_lin,Transportation
Yemen,nonres_t0_exp,Transportation
Yemen,nonres_t0_lin,Commercial
Yemen,nonres_t0_lin,Industrial
Yemen,nonres_t0_lin,Transportation
Yemen,res_a0_lin,Residential
Yemen,res_a1_lin,Residential
Yemen,res_t0_lin,Residential
Zambia,nonres_a0_lin,Commercial
Zambia,nonres_a0_lin,Industrial
Zambia,nonres_a0_lin,Transportation
Zambia,nonres_a1_lin,Commercial
Zambia,nonres_a1_lin,Industrial
Zambia,nonres_a1_lin,Transportation
Zambia,nonres_t0_lin,Commercial
Zambia,nonres_t0_lin,Industrial
Zambia,nonres_t0_lin,Transportation
Zambia,res_a0_lin,Residential
Zambia,res_a1_lin,Residential
Zambia,res_t0_lin,Residential
Zimbabwe,nonres_a0_exp,Transportation
Zimbabwe,nonres_a0_lin,Commercial
Zimbabwe,nonres_a0_lin,Industrial
Zimbabwe,nonres_a0_lin,Transportation
Zimbabwe,nonres_a1_exp,Transportation
Zimbabwe,nonres_a1_lin,Commercial
Zimbabwe,nonres_a1_lin,Industrial
Zimbabwe,nonres_a1_lin,Transportation
Zimbabwe,nonres_t0_exp,Transportation
Zimbabwe,nonres_t0_lin,Commercial
Zimbabwe,nonres_t0_lin,Industrial
Zimbabwe,nonres_t0_lin,Transportation
Zimbabwe,res_a0_lin,Residential
Zimbabwe,res_a1_lin,Residential
Zimbabwe,res_t0_lin,Residential
